feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,target
-0.11628026145083153,-3.4029303224969847,-1.182114641012064,-0.3395166274394701,-1.107635800918374,-0.8424125732344303,-1.728092286250944,-0.7357040427590156,1.6805506790368188,-0.8917816355982549,0
-3.344191250428156,-1.1330178664799415,0.21647469854502063,-1.6338697233892023,-0.39543890155304395,-2.844095476651961,1.0985208393135648,-2.5934761237545514,-1.0066457581663815,1.747920601941547,0
0.1151627330462369,-1.8521226811059355,-0.30736442386128565,-1.9912705737733565,-0.7509405372188451,-2.013796764264379,-2.2271619994976204,0.05772744460458634,1.9555477946525288,-0.09289027035587716,0
-2.550812174883289,-6.626382761040923,-0.5506451414763666,2.899416776592356,-1.0264359607980664,-1.349672319631407,0.4549597243804373,-2.809291360125516,0.38013572707033566,-0.7533916129092804,0
-0.43168249184194674,4.92455796668871,-2.6247280934104094,-0.43553271102595903,0.604179373875919,4.166999796622653,2.2260053990124664,0.4053896384817942,-1.1870552526758487,-2.2844352497077245,1
-0.061066554312055835,2.914368778905459,0.16058377541242588,-2.309766771807686,-0.3680092371674426,-1.0857868088061322,0.09417459744514811,1.1208915697694208,-0.3009049695886672,1.0405932451628848,0
-4.233400002122174,1.2330156558063334,1.2203303420876719,-0.7989982049568405,2.920878569666554,-0.6476038517864973,2.757458862606435,-3.1407471380150236,-1.42903801244688,0.17853345222469796,0
4.838725765722639,1.516197241947346,0.5595915212941889,-1.0094080470928843,-0.8671267671533314,1.3980475335648301,-2.297605033546077,0.5693273507680212,-1.3998634462944528,3.4363228789252247,0
3.190206731516661,0.8843624848262198,0.9540133262254128,-1.1938720411265917,-0.15350061365966172,0.028745072576842112,-2.1678159850587666,1.033247908126822,0.10051457059922769,1.8775598980479287,1
-1.6152811913999474,1.2844792716587994,1.0101895974421526,-2.072822878205995,0.13225590306088342,-2.418672237894704,0.5587136671328691,-0.4095274748365799,-0.5826151853006425,1.6861988722011563,0
1.8431813469377722,-3.067681707374349,1.8564409853267634,2.036977273254354,-0.3747198559381135,-0.6924043370226979,-0.9766654092428884,-0.7838441533111707,-0.8736605980725847,2.4999471241574653,0
-0.9559340872952505,2.40173519353505,1.286215161674627,-0.8335464121446055,2.1180684262364853,0.2777952268049646,1.1880803755479472,-0.9301382741078664,-1.0899050703793642,0.7026080230627441,0
1.1795511279191617,-2.223630298450928,-2.163674862494538,-1.1234818047474193,-2.0204514160471008,-0.20790287997988477,-2.4803658882639144,0.5795791137951465,2.1127782537183895,-1.2294103644184402,0
1.1647950118239618,-2.370756059784747,-1.3382475011255255,-0.6379837879083454,-1.481394624563658,0.032622364941880644,-1.9112917443637758,-0.8132393389379592,0.6782765434937974,0.2995052463220882,0
-1.5503836943051044,-0.20512155751266084,-0.3140035715027541,-1.9649729364683828,-1.2616290589566015,-2.2048834655999876,0.2128448459502973,-1.1684901873614648,-0.7357392360722226,1.8076306923479923,0
-2.950713829610578,-0.07232155969790027,-2.5576580259539217,-2.123993944116232,-2.4356244303689385,-1.6362436332044226,1.0272770606325965,-1.0195436879430815,-0.3435206975645143,-0.027225402444610802,0
-4.132751782417255,-3.19443841994317,-1.319900857093419,-1.5647800486349825,-2.7724368617560056,-4.243563779022775,0.7489480649852095,-1.9644753403637316,-0.033076540182416535,0.9986145066213987,0
