time,device,temp,pressure,vibration
2026-03-02 09:00:00,ETCH-01,453.13,0.96,0.217
2026-03-02 09:01:00,ETCH-01,445.71,0.994,0.244
2026-03-02 09:02:00,ETCH-01,444.65,1.025,0.375
2026-03-02 09:03:00,ETCH-01,452.41,1.043,0.361
2026-03-02 09:04:00,ETCH-01,448.88,0.94,0.298
2026-03-02 09:05:00,ETCH-01,453.57,0.983,0.312
2026-03-02 09:06:00,ETCH-01,452.37,0.976,0.428
2026-03-02 09:07:00,ETCH-01,449.64,0.967,0.241
2026-03-02 09:08:00,ETCH-01,445.77,1.088,0.355
2026-03-02 09:09:00,ETCH-01,442.43,1.02,0.28
2026-03-02 09:10:00,ETCH-01,447.77,0.937,0.278
2026-03-02 09:11:00,ETCH-01,454.28,1.046,0.41
2026-03-02 09:12:00,ETCH-01,451.07,1.106,0.383
2026-03-02 09:13:00,ETCH-01,443.77,1.052,0.381
2026-03-02 09:14:00,ETCH-01,450.87,0.924,0.431
2026-03-02 09:15:00,ETCH-01,451.93,0.976,0.302
2026-03-02 09:16:00,ETCH-01,445.58,1.063,0.368
2026-03-02 09:17:00,ETCH-01,450.77,0.965,0.269
2026-03-02 09:18:00,ETCH-01,450.29,1.022,0.332
2026-03-02 09:19:00,ETCH-01,444.29,1.039,0.287
2026-03-02 09:20:00,ETCH-01,451.79,0.954,0.31
2026-03-02 09:21:00,ETCH-01,452.8,0.997,0.36
2026-03-02 09:22:00,ETCH-01,455.42,0.838,0.218
2026-03-02 09:23:00,ETCH-01,455.27,0.949,0.509
2026-03-02 09:24:00,ETCH-01,443.11,0.987,0.199
2026-03-02 09:25:00,ETCH-01,445.31,0.938,0.179
2026-03-02 09:26:00,ETCH-01,452.58,1.082,0.416
2026-03-02 09:27:00,ETCH-01,452.57,0.928,0.379
2026-03-02 09:28:00,ETCH-01,452.58,0.978,0.362
2026-03-02 09:29:00,ETCH-01,469.26,1.007,0.363
2026-03-02 09:30:00,ETCH-01,452.85,1.072,0.299
2026-03-02 09:31:00,ETCH-01,455.68,0.928,0.21
2026-03-02 09:32:00,ETCH-01,454.77,1.058,0.308
2026-03-02 09:33:00,ETCH-01,453.26,1.001,0.232
2026-03-02 09:34:00,ETCH-01,448.42,0.951,0.398
2026-03-02 09:35:00,ETCH-01,453.79,1.023,0.285
2026-03-02 09:36:00,ETCH-01,446.14,1.01,0.217
2026-03-02 09:37:00,ETCH-01,448.82,0.97,0.268
2026-03-02 09:38:00,ETCH-01,447.57,1.003,0.341
2026-03-02 09:39:00,ETCH-01,450.41,0.981,0.244
2026-03-02 09:40:00,ETCH-01,461.57,1.006,0.218
2026-03-02 09:41:00,ETCH-01,440.66,1.033,0.324
2026-03-02 09:42:00,ETCH-01,453.43,1.079,0.324
2026-03-02 09:43:00,ETCH-01,441.94,0.938,0.249
2026-03-02 09:44:00,ETCH-01,447.64,1.107,0.253
2026-03-02 09:45:00,ETCH-01,455.44,0.902,0.323
2026-03-02 09:46:00,ETCH-01,450.32,0.992,0.155
2026-03-02 09:47:00,ETCH-01,444.61,1.029,0.159
2026-03-02 09:48:00,ETCH-01,446.42,1.014,0.228
2026-03-02 09:49:00,ETCH-01,453.4,0.969,0.279
2026-03-02 09:50:00,ETCH-01,446.35,0.99,0.331
2026-03-02 09:51:00,ETCH-01,451.08,0.975,0.448
2026-03-02 09:52:00,ETCH-01,450.23,0.971,0.386
2026-03-02 09:53:00,ETCH-01,446.74,1.042,0.284
2026-03-02 09:54:00,ETCH-01,460.72,1.018,0.298
2026-03-02 09:55:00,ETCH-01,453.17,0.965,0.2
2026-03-02 09:56:00,ETCH-01,439.87,1.045,0.298
2026-03-02 09:57:00,ETCH-01,450.93,1.015,0.271
2026-03-02 09:58:00,ETCH-01,446.69,1.041,0.332
2026-03-02 09:59:00,ETCH-01,454.26,1.031,0.217
