time,device,temp,pressure,vibration
2026-03-11 09:00:00,ETCH-01,459.51,0.993,0.102
2026-03-11 09:01:00,ETCH-01,449.7,1.041,0.375
2026-03-11 09:02:00,ETCH-01,446.46,1.04,0.193
2026-03-11 09:03:00,ETCH-01,442.43,0.913,0.324
2026-03-11 09:04:00,ETCH-01,440.98,1.065,0.507
2026-03-11 09:05:00,ETCH-01,442.08,0.917,0.208
2026-03-11 09:06:00,ETCH-01,451.34,1.052,0.047
2026-03-11 09:07:00,ETCH-01,452.54,1.056,0.271
2026-03-11 09:08:00,ETCH-01,442.09,0.945,0.41
2026-03-11 09:09:00,ETCH-01,454.48,0.979,0.496
2026-03-11 09:10:00,ETCH-01,447.58,0.945,0.177
2026-03-11 09:11:00,ETCH-01,450.73,0.989,0.35
2026-03-11 09:12:00,ETCH-01,458.06,0.985,0.253
2026-03-11 09:13:00,ETCH-01,454.48,1.039,0.289
2026-03-11 09:14:00,ETCH-01,448.66,1.066,0.564
2026-03-11 09:15:00,ETCH-01,445.54,1.07,0.15
2026-03-11 09:16:00,ETCH-01,439.24,0.972,0.325
2026-03-11 09:17:00,ETCH-01,446.4,0.99,0.347
2026-03-11 09:18:00,ETCH-01,448.94,0.916,0.409
2026-03-11 09:19:00,ETCH-01,445.06,0.96,0.31
2026-03-11 09:20:00,ETCH-01,449.34,1.048,0.331
2026-03-11 09:21:00,ETCH-01,450.38,1.081,0.261
2026-03-11 09:22:00,ETCH-01,448.88,0.938,0.327
2026-03-11 09:23:00,ETCH-01,446.75,0.97,0.266
2026-03-11 09:24:00,ETCH-01,450.84,0.999,0.362
2026-03-11 09:25:00,ETCH-01,452.21,1.014,0.263
2026-03-11 09:26:00,ETCH-01,444.55,0.96,0.338
2026-03-11 09:27:00,ETCH-01,457.05,1.021,0.297
2026-03-11 09:28:00,ETCH-01,449.51,0.976,0.413
2026-03-11 09:29:00,ETCH-01,450.09,0.999,0.295
2026-03-11 09:30:00,ETCH-01,453.54,1.027,0.123
2026-03-11 09:31:00,ETCH-01,451.17,1.0,0.426
2026-03-11 09:32:00,ETCH-01,454.77,0.978,0.209
2026-03-11 09:33:00,ETCH-01,451.44,0.995,0.235
2026-03-11 09:34:00,ETCH-01,446.94,0.996,0.24
2026-03-11 09:35:00,ETCH-01,451.81,0.981,0.437
2026-03-11 09:36:00,ETCH-01,444.28,0.987,0.086
2026-03-11 09:37:00,ETCH-01,450.54,1.08,0.614
2026-03-11 09:38:00,ETCH-01,449.83,1.028,0.406
2026-03-11 09:39:00,ETCH-01,448.96,0.985,0.322
2026-03-11 09:40:00,ETCH-01,449.36,1.035,0.295
2026-03-11 09:41:00,ETCH-01,440.59,0.983,0.329
2026-03-11 09:42:00,ETCH-01,447.26,1.059,0.352
2026-03-11 09:43:00,ETCH-01,450.46,1.018,0.365
2026-03-11 09:44:00,ETCH-01,450.8,0.995,0.356
2026-03-11 09:45:00,ETCH-01,444.86,1.022,0.309
2026-03-11 09:46:00,ETCH-01,456.33,0.921,0.28
2026-03-11 09:47:00,ETCH-01,445.67,0.944,0.285
2026-03-11 09:48:00,ETCH-01,454.85,0.94,0.281
2026-03-11 09:49:00,ETCH-01,452.14,1.007,0.413
2026-03-11 09:50:00,ETCH-01,446.77,1.087,0.359
2026-03-11 09:51:00,ETCH-01,458.88,1.112,0.006
2026-03-11 09:52:00,ETCH-01,444.03,1.032,0.366
2026-03-11 09:53:00,ETCH-01,454.6,1.025,0.319
2026-03-11 09:54:00,ETCH-01,455.0,0.91,0.298
2026-03-11 09:55:00,ETCH-01,446.65,0.973,0.261
2026-03-11 09:56:00,ETCH-01,456.96,0.961,0.412
2026-03-11 09:57:00,ETCH-01,448.75,0.969,0.395
2026-03-11 09:58:00,ETCH-01,451.44,0.992,0.223
2026-03-11 09:59:00,ETCH-01,451.3,0.976,0.341
