time,device,temp,pressure,vibration
2026-03-31 09:00:00,ETCH-01,444.06,0.998,0.225
2026-03-31 09:01:00,ETCH-01,448.01,1.033,0.234
2026-03-31 09:02:00,ETCH-01,452.67,1.055,0.375
2026-03-31 09:03:00,ETCH-01,450.46,0.963,0.239
2026-03-31 09:04:00,ETCH-01,445.74,0.902,0.214
2026-03-31 09:05:00,ETCH-01,450.03,0.999,0.239
2026-03-31 09:06:00,ETCH-01,442.34,1.015,0.412
2026-03-31 09:07:00,ETCH-01,455.75,1.012,0.301
2026-03-31 09:08:00,ETCH-01,448.97,0.984,0.282
2026-03-31 09:09:00,ETCH-01,455.59,1.006,0.289
2026-03-31 09:10:00,ETCH-01,447.37,1.076,0.429
2026-03-31 09:11:00,ETCH-01,447.38,1.019,0.225
2026-03-31 09:12:00,ETCH-01,446.18,0.981,0.432
2026-03-31 09:13:00,ETCH-01,454.38,0.975,0.321
2026-03-31 09:14:00,ETCH-01,446.45,0.992,0.284
2026-03-31 09:15:00,ETCH-01,453.22,1.082,0.55
2026-03-31 09:16:00,ETCH-01,448.09,0.991,0.194
2026-03-31 09:17:00,ETCH-01,440.12,0.999,0.265
2026-03-31 09:18:00,ETCH-01,447.15,0.976,0.177
2026-03-31 09:19:00,ETCH-01,444.1,1.055,0.395
2026-03-31 09:20:00,ETCH-01,450.17,1.098,0.469
2026-03-31 09:21:00,ETCH-01,444.05,1.023,0.467
2026-03-31 09:22:00,ETCH-01,454.63,1.004,0.422
2026-03-31 09:23:00,ETCH-01,449.54,1.002,0.28
2026-03-31 09:24:00,ETCH-01,449.11,0.881,0.263
2026-03-31 09:25:00,ETCH-01,453.28,1.037,0.133
2026-03-31 09:26:00,ETCH-01,454.82,1.007,0.504
2026-03-31 09:27:00,ETCH-01,449.9,1.021,0.347
2026-03-31 09:28:00,ETCH-01,446.14,0.964,0.251
2026-03-31 09:29:00,ETCH-01,441.13,0.981,0.433
2026-03-31 09:30:00,ETCH-01,446.57,0.979,0.203
2026-03-31 09:31:00,ETCH-01,446.91,1.051,0.341
2026-03-31 09:32:00,ETCH-01,450.54,0.981,0.283
2026-03-31 09:33:00,ETCH-01,448.27,1.104,0.364
2026-03-31 09:34:00,ETCH-01,453.44,1.022,0.294
2026-03-31 09:35:00,ETCH-01,446.94,0.936,0.155
2026-03-31 09:36:00,ETCH-01,449.71,0.994,0.308
2026-03-31 09:37:00,ETCH-01,455.92,0.967,0.405
2026-03-31 09:38:00,ETCH-01,451.71,0.89,0.297
2026-03-31 09:39:00,ETCH-01,449.7,1.08,0.378
2026-03-31 09:40:00,ETCH-01,446.99,1.035,0.195
2026-03-31 09:41:00,ETCH-01,446.83,1.027,0.297
2026-03-31 09:42:00,ETCH-01,445.75,1.008,0.238
2026-03-31 09:43:00,ETCH-01,447.29,0.931,0.375
2026-03-31 09:44:00,ETCH-01,453.78,0.976,0.303
2026-03-31 09:45:00,ETCH-01,448.89,1.042,0.369
2026-03-31 09:46:00,ETCH-01,443.25,0.947,0.409
2026-03-31 09:47:00,ETCH-01,458.84,0.873,0.369
2026-03-31 09:48:00,ETCH-01,451.6,0.989,0.327
2026-03-31 09:49:00,ETCH-01,442.97,0.993,0.2
2026-03-31 09:50:00,ETCH-01,447.79,1.007,0.3
2026-03-31 09:51:00,ETCH-01,450.55,1.036,0.247
2026-03-31 09:52:00,ETCH-01,458.52,1.032,0.266
2026-03-31 09:53:00,ETCH-01,444.46,1.013,0.263
2026-03-31 09:54:00,ETCH-01,454.88,1.06,0.202
2026-03-31 09:55:00,ETCH-01,457.0,0.924,0.104
2026-03-31 09:56:00,ETCH-01,446.86,1.025,0.233
2026-03-31 09:57:00,ETCH-01,448.61,1.031,0.319
2026-03-31 09:58:00,ETCH-01,444.82,0.938,0.165
2026-03-31 09:59:00,ETCH-01,448.98,0.925,0.302
