time,device,temp,pressure,vibration
2026-03-27 09:00:00,ETCH-01,448.84,1.026,0.351
2026-03-27 09:01:00,ETCH-01,447.12,1.025,0.294
2026-03-27 09:02:00,ETCH-01,457.36,1.0,0.16
2026-03-27 09:03:00,ETCH-01,446.5,1.021,0.229
2026-03-27 09:04:00,ETCH-01,444.81,1.08,0.274
2026-03-27 09:05:00,ETCH-01,453.33,0.986,0.14
2026-03-27 09:06:00,ETCH-01,446.02,1.007,0.226
2026-03-27 09:07:00,ETCH-01,445.25,0.946,0.365
2026-03-27 09:08:00,ETCH-01,442.78,0.957,0.443
2026-03-27 09:09:00,ETCH-01,447.59,1.005,0.258
2026-03-27 09:10:00,ETCH-01,449.59,1.055,0.376
2026-03-27 09:11:00,ETCH-01,451.22,0.987,0.109
2026-03-27 09:12:00,ETCH-01,454.76,0.988,0.366
2026-03-27 09:13:00,ETCH-01,452.63,0.98,0.22
2026-03-27 09:14:00,ETCH-01,449.05,0.973,0.331
2026-03-27 09:15:00,ETCH-01,449.01,1.015,0.275
2026-03-27 09:16:00,ETCH-01,452.55,0.925,0.432
2026-03-27 09:17:00,ETCH-01,456.36,1.064,0.213
2026-03-27 09:18:00,ETCH-01,450.63,0.967,0.363
2026-03-27 09:19:00,ETCH-01,447.65,1.036,0.272
2026-03-27 09:20:00,ETCH-01,445.04,0.937,0.284
2026-03-27 09:21:00,ETCH-01,442.77,1.033,0.282
2026-03-27 09:22:00,ETCH-01,453.33,1.034,0.215
2026-03-27 09:23:00,ETCH-01,452.89,1.019,0.299
2026-03-27 09:24:00,ETCH-01,452.89,0.95,0.294
2026-03-27 09:25:00,ETCH-01,449.36,1.012,0.324
2026-03-27 09:26:00,ETCH-01,457.03,0.941,0.308
2026-03-27 09:27:00,ETCH-01,447.58,0.987,0.38
2026-03-27 09:28:00,ETCH-01,454.78,1.051,0.392
2026-03-27 09:29:00,ETCH-01,449.81,1.04,0.195
2026-03-27 09:30:00,ETCH-01,446.96,1.001,0.387
2026-03-27 09:31:00,ETCH-01,452.96,0.951,0.181
2026-03-27 09:32:00,ETCH-01,452.05,1.032,0.359
2026-03-27 09:33:00,ETCH-01,451.78,1.001,0.362
2026-03-27 09:34:00,ETCH-01,450.41,0.884,0.109
2026-03-27 09:35:00,ETCH-01,449.81,1.039,0.309
2026-03-27 09:36:00,ETCH-01,461.94,0.999,0.253
2026-03-27 09:37:00,ETCH-01,455.92,1.06,0.224
2026-03-27 09:38:00,ETCH-01,453.61,0.945,0.435
2026-03-27 09:39:00,ETCH-01,450.56,0.841,0.235
2026-03-27 09:40:00,ETCH-01,455.04,1.014,0.219
2026-03-27 09:41:00,ETCH-01,452.59,1.015,0.308
2026-03-27 09:42:00,ETCH-01,450.13,0.915,0.369
2026-03-27 09:43:00,ETCH-01,448.48,0.951,0.286
2026-03-27 09:44:00,ETCH-01,449.6,1.138,0.417
2026-03-27 09:45:00,ETCH-01,434.15,0.985,0.353
2026-03-27 09:46:00,ETCH-01,451.05,1.037,0.082
2026-03-27 09:47:00,ETCH-01,447.56,0.967,0.247
2026-03-27 09:48:00,ETCH-01,457.96,0.895,0.244
2026-03-27 09:49:00,ETCH-01,450.1,0.991,0.348
2026-03-27 09:50:00,ETCH-01,444.06,0.987,0.038
2026-03-27 09:51:00,ETCH-01,449.75,0.98,0.555
2026-03-27 09:52:00,ETCH-01,444.77,0.994,0.353
2026-03-27 09:53:00,ETCH-01,452.37,1.013,0.315
2026-03-27 09:54:00,ETCH-01,451.45,0.992,0.418
2026-03-27 09:55:00,ETCH-01,454.79,0.937,0.534
2026-03-27 09:56:00,ETCH-01,446.05,1.024,0.387
2026-03-27 09:57:00,ETCH-01,450.17,0.903,0.395
2026-03-27 09:58:00,ETCH-01,443.17,0.897,0.313
2026-03-27 09:59:00,ETCH-01,453.51,1.037,0.286
