time,device,temp,pressure,vibration
2026-03-13 09:00:00,ETCH-01,444.44,0.982,0.127
2026-03-13 09:01:00,ETCH-01,451.23,0.968,0.232
2026-03-13 09:02:00,ETCH-01,452.49,1.037,0.419
2026-03-13 09:03:00,ETCH-01,455.7,0.991,0.202
2026-03-13 09:04:00,ETCH-01,457.9,0.968,0.254
2026-03-13 09:05:00,ETCH-01,444.92,1.066,0.346
2026-03-13 09:06:00,ETCH-01,445.95,1.071,0.378
2026-03-13 09:07:00,ETCH-01,443.71,0.97,0.275
2026-03-13 09:08:00,ETCH-01,448.83,0.907,0.24
2026-03-13 09:09:00,ETCH-01,452.33,1.05,0.442
2026-03-13 09:10:00,ETCH-01,454.94,0.966,0.474
2026-03-13 09:11:00,ETCH-01,449.62,1.04,0.398
2026-03-13 09:12:00,ETCH-01,448.4,0.901,0.309
2026-03-13 09:13:00,ETCH-01,450.76,1.045,0.219
2026-03-13 09:14:00,ETCH-01,445.82,0.939,0.217
2026-03-13 09:15:00,ETCH-01,460.45,1.037,0.352
2026-03-13 09:16:00,ETCH-01,441.96,1.001,0.342
2026-03-13 09:17:00,ETCH-01,450.92,0.952,0.44
2026-03-13 09:18:00,ETCH-01,460.12,0.98,0.365
2026-03-13 09:19:00,ETCH-01,450.03,1.034,0.15
2026-03-13 09:20:00,ETCH-01,449.05,1.005,0.405
2026-03-13 09:21:00,ETCH-01,448.21,1.029,0.2
2026-03-13 09:22:00,ETCH-01,449.1,1.099,0.262
2026-03-13 09:23:00,ETCH-01,456.86,0.922,0.325
2026-03-13 09:24:00,ETCH-01,438.94,1.081,0.5
2026-03-13 09:25:00,ETCH-01,457.67,1.005,0.611
2026-03-13 09:26:00,ETCH-01,442.88,0.955,0.361
2026-03-13 09:27:00,ETCH-01,448.67,0.933,0.282
2026-03-13 09:28:00,ETCH-01,447.85,0.991,0.353
2026-03-13 09:29:00,ETCH-01,452.94,1.046,0.389
2026-03-13 09:30:00,ETCH-01,442.01,0.994,0.268
2026-03-13 09:31:00,ETCH-01,452.31,1.076,0.48
2026-03-13 09:32:00,ETCH-01,460.12,0.927,0.323
2026-03-13 09:33:00,ETCH-01,443.18,0.999,0.35
2026-03-13 09:34:00,ETCH-01,450.95,0.937,0.367
2026-03-13 09:35:00,ETCH-01,446.69,1.018,0.342
2026-03-13 09:36:00,ETCH-01,452.13,1.044,0.384
2026-03-13 09:37:00,ETCH-01,450.1,0.979,0.238
2026-03-13 09:38:00,ETCH-01,446.79,0.87,0.244
2026-03-13 09:39:00,ETCH-01,452.44,1.01,0.19
2026-03-13 09:40:00,ETCH-01,459.02,1.022,0.344
2026-03-13 09:41:00,ETCH-01,449.05,1.02,0.378
2026-03-13 09:42:00,ETCH-01,453.6,1.062,0.346
2026-03-13 09:43:00,ETCH-01,443.53,0.946,0.467
2026-03-13 09:44:00,ETCH-01,445.22,1.034,0.299
2026-03-13 09:45:00,ETCH-01,452.36,1.06,0.367
2026-03-13 09:46:00,ETCH-01,457.42,0.911,0.191
2026-03-13 09:47:00,ETCH-01,451.78,1.016,0.261
2026-03-13 09:48:00,ETCH-01,448.43,0.975,0.37
2026-03-13 09:49:00,ETCH-01,450.0,0.996,0.385
2026-03-13 09:50:00,ETCH-01,443.75,1.017,0.271
2026-03-13 09:51:00,ETCH-01,453.02,0.976,0.293
2026-03-13 09:52:00,ETCH-01,454.41,0.966,0.148
2026-03-13 09:53:00,ETCH-01,447.74,1.002,0.264
2026-03-13 09:54:00,ETCH-01,447.65,0.946,0.389
2026-03-13 09:55:00,ETCH-01,451.33,0.946,0.358
2026-03-13 09:56:00,ETCH-01,447.82,1.034,0.35
2026-03-13 09:57:00,ETCH-01,449.67,0.943,0.305
2026-03-13 09:58:00,ETCH-01,460.5,1.033,0.301
2026-03-13 09:59:00,ETCH-01,448.76,1.023,0.234
