time,device,temp,pressure,vibration
2026-03-10 09:00:00,ETCH-01,450.57,1.02,0.29
2026-03-10 09:01:00,ETCH-01,442.81,0.999,0.283
2026-03-10 09:02:00,ETCH-01,454.6,0.955,0.307
2026-03-10 09:03:00,ETCH-01,446.66,1.016,0.416
2026-03-10 09:04:00,ETCH-01,459.37,0.941,0.207
2026-03-10 09:05:00,ETCH-01,455.4,1.059,0.324
2026-03-10 09:06:00,ETCH-01,447.76,0.977,0.398
2026-03-10 09:07:00,ETCH-01,456.41,1.01,0.35
2026-03-10 09:08:00,ETCH-01,450.34,1.014,0.319
2026-03-10 09:09:00,ETCH-01,454.26,0.987,0.4
2026-03-10 09:10:00,ETCH-01,452.42,1.029,0.03
2026-03-10 09:11:00,ETCH-01,445.77,0.976,0.368
2026-03-10 09:12:00,ETCH-01,446.78,1.044,0.235
2026-03-10 09:13:00,ETCH-01,455.15,0.933,0.117
2026-03-10 09:14:00,ETCH-01,448.33,1.006,0.351
2026-03-10 09:15:00,ETCH-01,447.98,1.097,0.437
2026-03-10 09:16:00,ETCH-01,445.22,0.95,0.286
2026-03-10 09:17:00,ETCH-01,452.12,0.966,0.395
2026-03-10 09:18:00,ETCH-01,460.31,1.026,0.461
2026-03-10 09:19:00,ETCH-01,444.66,1.009,0.431
2026-03-10 09:20:00,ETCH-01,450.12,1.018,0.464
2026-03-10 09:21:00,ETCH-01,457.06,1.024,0.374
2026-03-10 09:22:00,ETCH-01,449.6,1.032,0.308
2026-03-10 09:23:00,ETCH-01,452.26,1.055,0.14
2026-03-10 09:24:00,ETCH-01,444.69,1.02,0.275
2026-03-10 09:25:00,ETCH-01,452.14,0.988,0.216
2026-03-10 09:26:00,ETCH-01,449.06,1.034,0.517
2026-03-10 09:27:00,ETCH-01,454.93,1.095,0.282
2026-03-10 09:28:00,ETCH-01,455.94,0.993,0.312
2026-03-10 09:29:00,ETCH-01,462.95,0.951,0.355
2026-03-10 09:30:00,ETCH-01,452.9,1.055,0.304
2026-03-10 09:31:00,ETCH-01,451.63,0.994,0.47
2026-03-10 09:32:00,ETCH-01,450.97,0.891,0.238
2026-03-10 09:33:00,ETCH-01,448.23,1.042,0.319
2026-03-10 09:34:00,ETCH-01,451.69,0.973,0.226
2026-03-10 09:35:00,ETCH-01,448.52,0.995,0.168
2026-03-10 09:36:00,ETCH-01,450.84,1.017,0.239
2026-03-10 09:37:00,ETCH-01,456.59,1.01,0.296
2026-03-10 09:38:00,ETCH-01,444.97,1.035,0.257
2026-03-10 09:39:00,ETCH-01,455.7,0.978,0.231
2026-03-10 09:40:00,ETCH-01,456.59,1.026,0.159
2026-03-10 09:41:00,ETCH-01,449.41,0.987,0.292
2026-03-10 09:42:00,ETCH-01,439.39,1.037,0.15
2026-03-10 09:43:00,ETCH-01,446.96,1.031,0.376
2026-03-10 09:44:00,ETCH-01,456.48,0.953,0.308
2026-03-10 09:45:00,ETCH-01,449.89,1.054,0.154
2026-03-10 09:46:00,ETCH-01,445.0,0.973,0.269
2026-03-10 09:47:00,ETCH-01,447.48,1.04,0.225
2026-03-10 09:48:00,ETCH-01,454.2,1.018,0.332
2026-03-10 09:49:00,ETCH-01,452.73,1.092,0.434
2026-03-10 09:50:00,ETCH-01,448.81,0.989,0.112
2026-03-10 09:51:00,ETCH-01,448.17,0.983,0.312
2026-03-10 09:52:00,ETCH-01,448.04,0.999,0.284
2026-03-10 09:53:00,ETCH-01,445.39,0.985,0.367
2026-03-10 09:54:00,ETCH-01,458.08,1.04,0.321
2026-03-10 09:55:00,ETCH-01,448.39,0.919,0.225
2026-03-10 09:56:00,ETCH-01,456.09,0.947,0.268
2026-03-10 09:57:00,ETCH-01,457.61,0.947,0.22
2026-03-10 09:58:00,ETCH-01,454.99,1.048,0.408
2026-03-10 09:59:00,ETCH-01,447.84,1.086,0.302
