time,device,temp,pressure,vibration
2026-03-22 09:00:00,ETCH-01,449.25,0.969,0.244
2026-03-22 09:01:00,ETCH-01,448.37,0.965,0.287
2026-03-22 09:02:00,ETCH-01,444.79,1.049,0.467
2026-03-22 09:03:00,ETCH-01,444.14,0.931,0.206
2026-03-22 09:04:00,ETCH-01,452.32,1.08,0.461
2026-03-22 09:05:00,ETCH-01,447.25,1.041,0.268
2026-03-22 09:06:00,ETCH-01,451.58,1.055,0.433
2026-03-22 09:07:00,ETCH-01,445.57,0.977,0.159
2026-03-22 09:08:00,ETCH-01,450.91,0.993,0.359
2026-03-22 09:09:00,ETCH-01,456.52,0.928,0.226
2026-03-22 09:10:00,ETCH-01,452.93,0.974,0.158
2026-03-22 09:11:00,ETCH-01,447.94,1.025,0.322
2026-03-22 09:12:00,ETCH-01,451.29,1.065,0.401
2026-03-22 09:13:00,ETCH-01,448.8,0.945,0.216
2026-03-22 09:14:00,ETCH-01,450.04,0.982,0.15
2026-03-22 09:15:00,ETCH-01,448.37,0.992,0.291
2026-03-22 09:16:00,ETCH-01,449.18,0.93,0.291
2026-03-22 09:17:00,ETCH-01,451.06,1.03,0.355
2026-03-22 09:18:00,ETCH-01,445.03,0.964,0.395
2026-03-22 09:19:00,ETCH-01,444.92,0.99,0.294
2026-03-22 09:20:00,ETCH-01,443.06,0.977,0.486
2026-03-22 09:21:00,ETCH-01,442.0,0.961,0.322
2026-03-22 09:22:00,ETCH-01,443.91,1.0,0.265
2026-03-22 09:23:00,ETCH-01,450.8,0.989,0.139
2026-03-22 09:24:00,ETCH-01,445.54,0.981,0.274
2026-03-22 09:25:00,ETCH-01,452.57,0.964,0.266
2026-03-22 09:26:00,ETCH-01,450.17,1.016,0.396
2026-03-22 09:27:00,ETCH-01,440.16,1.083,0.346
2026-03-22 09:28:00,ETCH-01,453.27,1.007,0.182
2026-03-22 09:29:00,ETCH-01,454.05,1.05,0.317
2026-03-22 09:30:00,ETCH-01,445.03,0.93,0.367
2026-03-22 09:31:00,ETCH-01,452.1,1.008,0.453
2026-03-22 09:32:00,ETCH-01,445.72,0.945,0.389
2026-03-22 09:33:00,ETCH-01,450.49,0.926,0.376
2026-03-22 09:34:00,ETCH-01,443.68,0.963,0.306
2026-03-22 09:35:00,ETCH-01,441.03,1.06,0.339
2026-03-22 09:36:00,ETCH-01,448.09,1.048,0.425
2026-03-22 09:37:00,ETCH-01,449.38,1.012,0.167
2026-03-22 09:38:00,ETCH-01,448.01,0.923,0.265
2026-03-22 09:39:00,ETCH-01,444.08,0.99,0.223
2026-03-22 09:40:00,ETCH-01,448.0,1.015,0.338
2026-03-22 09:41:00,ETCH-01,451.35,1.009,0.423
2026-03-22 09:42:00,ETCH-01,449.78,0.908,0.24
2026-03-22 09:43:00,ETCH-01,450.91,0.955,0.061
2026-03-22 09:44:00,ETCH-01,446.65,0.997,0.259
2026-03-22 09:45:00,ETCH-01,455.86,1.027,0.391
2026-03-22 09:46:00,ETCH-01,444.12,0.89,0.354
2026-03-22 09:47:00,ETCH-01,452.44,0.992,0.343
2026-03-22 09:48:00,ETCH-01,455.91,1.007,0.272
2026-03-22 09:49:00,ETCH-01,452.4,1.042,0.172
2026-03-22 09:50:00,ETCH-01,448.99,1.035,0.352
2026-03-22 09:51:00,ETCH-01,447.36,1.029,0.217
2026-03-22 09:52:00,ETCH-01,455.18,0.96,0.518
2026-03-22 09:53:00,ETCH-01,442.89,0.905,0.357
2026-03-22 09:54:00,ETCH-01,445.15,0.98,0.242
2026-03-22 09:55:00,ETCH-01,448.01,1.05,0.239
2026-03-22 09:56:00,ETCH-01,456.19,1.07,0.291
2026-03-22 09:57:00,ETCH-01,451.9,1.036,0.276
2026-03-22 09:58:00,ETCH-01,445.16,1.021,0.412
2026-03-22 09:59:00,ETCH-01,448.45,1.019,0.319
