time,device,temp,pressure,vibration
2026-03-07 09:00:00,ETCH-01,448.26,0.985,0.313
2026-03-07 09:01:00,ETCH-01,448.25,1.069,0.257
2026-03-07 09:02:00,ETCH-01,448.39,0.992,0.312
2026-03-07 09:03:00,ETCH-01,460.38,1.006,0.354
2026-03-07 09:04:00,ETCH-01,451.91,0.991,0.305
2026-03-07 09:05:00,ETCH-01,452.15,1.001,0.304
2026-03-07 09:06:00,ETCH-01,455.15,0.945,0.23
2026-03-07 09:07:00,ETCH-01,451.19,0.928,0.234
2026-03-07 09:08:00,ETCH-01,448.7,1.08,0.16
2026-03-07 09:09:00,ETCH-01,449.02,0.958,0.475
2026-03-07 09:10:00,ETCH-01,449.64,0.95,0.176
2026-03-07 09:11:00,ETCH-01,449.81,0.892,0.231
2026-03-07 09:12:00,ETCH-01,453.64,0.968,0.228
2026-03-07 09:13:00,ETCH-01,450.26,0.934,0.389
2026-03-07 09:14:00,ETCH-01,453.66,1.082,0.271
2026-03-07 09:15:00,ETCH-01,449.6,1.05,0.425
2026-03-07 09:16:00,ETCH-01,450.39,0.966,0.233
2026-03-07 09:17:00,ETCH-01,440.01,1.113,0.328
2026-03-07 09:18:00,ETCH-01,454.58,1.049,0.216
2026-03-07 09:19:00,ETCH-01,451.73,0.984,0.515
2026-03-07 09:20:00,ETCH-01,454.99,0.875,0.181
2026-03-07 09:21:00,ETCH-01,435.52,1.115,0.331
2026-03-07 09:22:00,ETCH-01,460.44,0.931,0.363
2026-03-07 09:23:00,ETCH-01,449.3,0.918,0.341
2026-03-07 09:24:00,ETCH-01,455.54,1.051,0.281
2026-03-07 09:25:00,ETCH-01,444.8,1.122,0.287
2026-03-07 09:26:00,ETCH-01,453.06,1.069,0.304
2026-03-07 09:27:00,ETCH-01,444.73,1.028,0.285
2026-03-07 09:28:00,ETCH-01,446.88,1.03,0.396
2026-03-07 09:29:00,ETCH-01,459.57,1.043,0.521
2026-03-07 09:30:00,ETCH-01,449.05,1.038,0.244
2026-03-07 09:31:00,ETCH-01,451.09,1.014,0.163
2026-03-07 09:32:00,ETCH-01,454.35,1.005,0.291
2026-03-07 09:33:00,ETCH-01,452.48,0.997,0.558
2026-03-07 09:34:00,ETCH-01,450.75,0.962,0.22
2026-03-07 09:35:00,ETCH-01,451.82,0.986,0.464
2026-03-07 09:36:00,ETCH-01,462.02,0.915,0.468
2026-03-07 09:37:00,ETCH-01,449.71,0.995,0.245
2026-03-07 09:38:00,ETCH-01,451.01,0.951,0.357
2026-03-07 09:39:00,ETCH-01,455.25,0.945,0.463
2026-03-07 09:40:00,ETCH-01,455.53,1.009,0.262
2026-03-07 09:41:00,ETCH-01,455.94,1.07,0.28
2026-03-07 09:42:00,ETCH-01,453.19,1.046,0.242
2026-03-07 09:43:00,ETCH-01,444.28,0.921,0.199
2026-03-07 09:44:00,ETCH-01,458.17,0.951,0.235
2026-03-07 09:45:00,ETCH-01,444.27,1.047,0.178
2026-03-07 09:46:00,ETCH-01,451.51,0.951,0.303
2026-03-07 09:47:00,ETCH-01,446.23,0.989,0.223
2026-03-07 09:48:00,ETCH-01,449.68,1.028,0.323
2026-03-07 09:49:00,ETCH-01,451.64,0.952,0.144
2026-03-07 09:50:00,ETCH-01,451.61,1.005,0.333
2026-03-07 09:51:00,ETCH-01,452.11,0.933,0.383
2026-03-07 09:52:00,ETCH-01,458.07,0.97,0.101
2026-03-07 09:53:00,ETCH-01,452.27,1.016,0.337
2026-03-07 09:54:00,ETCH-01,448.78,0.92,0.423
2026-03-07 09:55:00,ETCH-01,454.82,1.022,0.179
2026-03-07 09:56:00,ETCH-01,455.95,0.999,0.467
2026-03-07 09:57:00,ETCH-01,443.86,1.028,0.342
2026-03-07 09:58:00,ETCH-01,452.99,1.011,0.229
2026-03-07 09:59:00,ETCH-01,453.51,1.068,0.294
