time,device,temp,pressure,vibration
2026-03-20 09:00:00,ETCH-01,446.96,0.985,0.333
2026-03-20 09:01:00,ETCH-01,449.61,0.87,0.445
2026-03-20 09:02:00,ETCH-01,452.13,0.982,0.388
2026-03-20 09:03:00,ETCH-01,452.09,0.997,0.192
2026-03-20 09:04:00,ETCH-01,441.12,0.949,0.438
2026-03-20 09:05:00,ETCH-01,455.32,0.974,0.331
2026-03-20 09:06:00,ETCH-01,451.26,1.077,0.369
2026-03-20 09:07:00,ETCH-01,456.92,1.033,0.447
2026-03-20 09:08:00,ETCH-01,452.22,0.954,0.189
2026-03-20 09:09:00,ETCH-01,455.51,0.92,0.296
2026-03-20 09:10:00,ETCH-01,452.33,0.984,0.247
2026-03-20 09:11:00,ETCH-01,456.73,0.989,0.143
2026-03-20 09:12:00,ETCH-01,452.61,1.025,0.335
2026-03-20 09:13:00,ETCH-01,449.51,0.973,0.551
2026-03-20 09:14:00,ETCH-01,461.36,1.026,0.116
2026-03-20 09:15:00,ETCH-01,454.45,1.097,0.297
2026-03-20 09:16:00,ETCH-01,452.87,1.041,0.364
2026-03-20 09:17:00,ETCH-01,443.62,0.998,0.312
2026-03-20 09:18:00,ETCH-01,443.56,0.991,0.289
2026-03-20 09:19:00,ETCH-01,451.46,0.982,0.17
2026-03-20 09:20:00,ETCH-01,450.73,1.059,0.323
2026-03-20 09:21:00,ETCH-01,446.93,0.969,0.224
2026-03-20 09:22:00,ETCH-01,450.7,1.002,0.081
2026-03-20 09:23:00,ETCH-01,457.94,1.003,0.419
2026-03-20 09:24:00,ETCH-01,453.48,0.975,0.396
2026-03-20 09:25:00,ETCH-01,444.29,0.931,0.305
2026-03-20 09:26:00,ETCH-01,449.44,1.016,0.323
2026-03-20 09:27:00,ETCH-01,445.98,0.997,0.407
2026-03-20 09:28:00,ETCH-01,448.06,1.025,0.322
2026-03-20 09:29:00,ETCH-01,447.93,0.973,0.39
2026-03-20 09:30:00,ETCH-01,447.61,1.061,0.27
2026-03-20 09:31:00,ETCH-01,443.72,0.956,0.431
2026-03-20 09:32:00,ETCH-01,449.36,1.086,0.332
2026-03-20 09:33:00,ETCH-01,447.2,0.913,0.319
2026-03-20 09:34:00,ETCH-01,435.35,1.022,0.173
2026-03-20 09:35:00,ETCH-01,460.26,1.024,0.329
2026-03-20 09:36:00,ETCH-01,455.44,0.96,0.217
2026-03-20 09:37:00,ETCH-01,448.12,1.021,0.236
2026-03-20 09:38:00,ETCH-01,450.09,1.064,0.218
2026-03-20 09:39:00,ETCH-01,444.14,0.889,0.193
2026-03-20 09:40:00,ETCH-01,458.48,1.025,0.512
2026-03-20 09:41:00,ETCH-01,459.49,0.875,0.433
2026-03-20 09:42:00,ETCH-01,450.78,0.952,0.492
2026-03-20 09:43:00,ETCH-01,455.12,1.081,0.178
2026-03-20 09:44:00,ETCH-01,450.88,0.971,0.307
2026-03-20 09:45:00,ETCH-01,443.32,0.941,0.171
2026-03-20 09:46:00,ETCH-01,447.94,0.99,0.23
2026-03-20 09:47:00,ETCH-01,450.66,1.103,0.208
2026-03-20 09:48:00,ETCH-01,447.73,0.908,0.424
2026-03-20 09:49:00,ETCH-01,448.91,0.947,0.26
2026-03-20 09:50:00,ETCH-01,449.54,1.075,0.407
2026-03-20 09:51:00,ETCH-01,449.6,1.093,0.36
2026-03-20 09:52:00,ETCH-01,450.26,0.995,0.53
2026-03-20 09:53:00,ETCH-01,444.7,0.938,0.152
2026-03-20 09:54:00,ETCH-01,446.41,1.105,0.426
2026-03-20 09:55:00,ETCH-01,443.58,1.08,0.415
2026-03-20 09:56:00,ETCH-01,454.89,1.034,0.203
2026-03-20 09:57:00,ETCH-01,439.47,0.959,0.401
2026-03-20 09:58:00,ETCH-01,455.77,0.998,0.334
2026-03-20 09:59:00,ETCH-01,456.93,0.992,0.277
