time,device,temp,pressure,vibration
2026-03-25 09:00:00,ETCH-01,449.9,1.008,0.164
2026-03-25 09:01:00,ETCH-01,449.46,1.009,0.322
2026-03-25 09:02:00,ETCH-01,456.1,0.967,0.355
2026-03-25 09:03:00,ETCH-01,444.62,1.01,0.368
2026-03-25 09:04:00,ETCH-01,446.19,0.97,0.106
2026-03-25 09:05:00,ETCH-01,455.18,0.98,0.224
2026-03-25 09:06:00,ETCH-01,447.02,0.966,0.212
2026-03-25 09:07:00,ETCH-01,454.5,0.928,0.31
2026-03-25 09:08:00,ETCH-01,458.5,1.007,0.348
2026-03-25 09:09:00,ETCH-01,447.99,1.029,0.45
2026-03-25 09:10:00,ETCH-01,453.41,1.026,0.251
2026-03-25 09:11:00,ETCH-01,444.23,1.041,0.25
2026-03-25 09:12:00,ETCH-01,453.77,1.016,0.415
2026-03-25 09:13:00,ETCH-01,451.0,0.973,0.33
2026-03-25 09:14:00,ETCH-01,452.37,1.042,0.427
2026-03-25 09:15:00,ETCH-01,446.77,0.932,0.329
2026-03-25 09:16:00,ETCH-01,441.69,0.955,0.184
2026-03-25 09:17:00,ETCH-01,452.52,0.952,0.167
2026-03-25 09:18:00,ETCH-01,439.68,1.054,0.145
2026-03-25 09:19:00,ETCH-01,448.41,1.047,0.366
2026-03-25 09:20:00,ETCH-01,454.71,1.024,0.419
2026-03-25 09:21:00,ETCH-01,450.96,1.054,0.485
2026-03-25 09:22:00,ETCH-01,459.74,0.956,0.384
2026-03-25 09:23:00,ETCH-01,455.13,1.017,0.416
2026-03-25 09:24:00,ETCH-01,446.73,0.994,0.242
2026-03-25 09:25:00,ETCH-01,450.14,1.042,0.184
2026-03-25 09:26:00,ETCH-01,449.76,0.994,0.385
2026-03-25 09:27:00,ETCH-01,442.09,0.981,0.342
2026-03-25 09:28:00,ETCH-01,445.3,1.027,0.311
2026-03-25 09:29:00,ETCH-01,447.2,1.044,0.339
2026-03-25 09:30:00,ETCH-01,439.82,0.967,0.332
2026-03-25 09:31:00,ETCH-01,450.24,0.997,0.428
2026-03-25 09:32:00,ETCH-01,448.75,0.947,0.429
2026-03-25 09:33:00,ETCH-01,441.64,0.875,0.354
2026-03-25 09:34:00,ETCH-01,452.02,1.01,0.385
2026-03-25 09:35:00,ETCH-01,453.58,1.03,0.351
2026-03-25 09:36:00,ETCH-01,451.14,1.013,0.254
2026-03-25 09:37:00,ETCH-01,448.38,0.903,0.376
2026-03-25 09:38:00,ETCH-01,452.96,0.982,0.161
2026-03-25 09:39:00,ETCH-01,453.4,0.889,0.405
2026-03-25 09:40:00,ETCH-01,451.54,1.068,0.181
2026-03-25 09:41:00,ETCH-01,445.88,0.946,0.329
2026-03-25 09:42:00,ETCH-01,451.38,1.063,0.215
2026-03-25 09:43:00,ETCH-01,455.98,1.047,0.355
2026-03-25 09:44:00,ETCH-01,447.02,0.955,0.297
2026-03-25 09:45:00,ETCH-01,460.49,0.943,0.141
2026-03-25 09:46:00,ETCH-01,447.37,1.018,0.342
2026-03-25 09:47:00,ETCH-01,450.16,0.958,0.242
2026-03-25 09:48:00,ETCH-01,446.64,1.005,0.388
2026-03-25 09:49:00,ETCH-01,451.12,0.976,0.3
2026-03-25 09:50:00,ETCH-01,441.29,0.911,0.34
2026-03-25 09:51:00,ETCH-01,447.27,0.888,0.204
2026-03-25 09:52:00,ETCH-01,444.54,1.011,0.241
2026-03-25 09:53:00,ETCH-01,450.68,0.972,0.254
2026-03-25 09:54:00,ETCH-01,454.97,0.972,0.386
2026-03-25 09:55:00,ETCH-01,453.23,1.035,0.468
2026-03-25 09:56:00,ETCH-01,438.14,1.059,0.219
2026-03-25 09:57:00,ETCH-01,460.21,0.986,0.408
2026-03-25 09:58:00,ETCH-01,451.48,0.983,0.083
2026-03-25 09:59:00,ETCH-01,446.12,1.025,0.181
