time,device,temp,pressure,vibration
2026-03-16 09:00:00,ETCH-01,451.93,1.031,0.272
2026-03-16 09:01:00,ETCH-01,455.45,0.96,0.385
2026-03-16 09:02:00,ETCH-01,460.06,1.045,0.295
2026-03-16 09:03:00,ETCH-01,455.12,0.968,0.159
2026-03-16 09:04:00,ETCH-01,451.25,1.013,0.295
2026-03-16 09:05:00,ETCH-01,455.23,1.041,0.47
2026-03-16 09:06:00,ETCH-01,450.72,0.998,0.425
2026-03-16 09:07:00,ETCH-01,450.12,1.023,0.294
2026-03-16 09:08:00,ETCH-01,448.24,0.974,0.395
2026-03-16 09:09:00,ETCH-01,457.82,0.99,0.263
2026-03-16 09:10:00,ETCH-01,445.91,0.99,0.13
2026-03-16 09:11:00,ETCH-01,457.66,0.963,0.208
2026-03-16 09:12:00,ETCH-01,452.5,0.991,0.456
2026-03-16 09:13:00,ETCH-01,443.0,0.923,0.273
2026-03-16 09:14:00,ETCH-01,451.84,0.975,0.276
2026-03-16 09:15:00,ETCH-01,439.5,0.986,0.27
2026-03-16 09:16:00,ETCH-01,453.13,0.987,0.49
2026-03-16 09:17:00,ETCH-01,454.43,0.988,0.463
2026-03-16 09:18:00,ETCH-01,447.04,0.997,0.522
2026-03-16 09:19:00,ETCH-01,450.62,1.024,0.284
2026-03-16 09:20:00,ETCH-01,459.77,1.044,0.33
2026-03-16 09:21:00,ETCH-01,447.47,0.968,0.148
2026-03-16 09:22:00,ETCH-01,444.71,0.94,0.448
2026-03-16 09:23:00,ETCH-01,457.41,0.948,0.183
2026-03-16 09:24:00,ETCH-01,459.81,0.976,0.322
2026-03-16 09:25:00,ETCH-01,450.02,0.982,0.19
2026-03-16 09:26:00,ETCH-01,455.06,0.962,0.241
2026-03-16 09:27:00,ETCH-01,456.71,0.935,0.216
2026-03-16 09:28:00,ETCH-01,446.29,0.977,0.239
2026-03-16 09:29:00,ETCH-01,447.57,1.009,0.246
2026-03-16 09:30:00,ETCH-01,456.15,1.03,0.245
2026-03-16 09:31:00,ETCH-01,458.43,0.972,0.383
2026-03-16 09:32:00,ETCH-01,452.81,0.979,0.19
2026-03-16 09:33:00,ETCH-01,445.6,0.954,0.322
2026-03-16 09:34:00,ETCH-01,459.94,0.998,0.422
2026-03-16 09:35:00,ETCH-01,447.35,0.958,0.249
2026-03-16 09:36:00,ETCH-01,448.32,1.029,0.228
2026-03-16 09:37:00,ETCH-01,451.71,0.911,0.277
2026-03-16 09:38:00,ETCH-01,457.77,0.982,0.418
2026-03-16 09:39:00,ETCH-01,454.27,1.015,0.319
2026-03-16 09:40:00,ETCH-01,452.07,1.009,0.247
2026-03-16 09:41:00,ETCH-01,452.32,1.135,0.348
2026-03-16 09:42:00,ETCH-01,450.22,1.017,0.19
2026-03-16 09:43:00,ETCH-01,452.79,0.95,0.368
2026-03-16 09:44:00,ETCH-01,437.35,0.995,0.341
2026-03-16 09:45:00,ETCH-01,448.52,0.911,0.269
2026-03-16 09:46:00,ETCH-01,451.21,0.996,0.216
2026-03-16 09:47:00,ETCH-01,444.24,0.958,0.211
2026-03-16 09:48:00,ETCH-01,451.93,1.046,0.353
2026-03-16 09:49:00,ETCH-01,448.98,0.973,0.423
2026-03-16 09:50:00,ETCH-01,458.78,0.994,0.236
2026-03-16 09:51:00,ETCH-01,457.87,0.968,0.346
2026-03-16 09:52:00,ETCH-01,447.67,1.087,0.091
2026-03-16 09:53:00,ETCH-01,449.25,0.984,0.242
2026-03-16 09:54:00,ETCH-01,449.63,1.092,0.297
2026-03-16 09:55:00,ETCH-01,447.74,1.041,0.209
2026-03-16 09:56:00,ETCH-01,450.98,1.024,0.206
2026-03-16 09:57:00,ETCH-01,446.21,1.018,0.233
2026-03-16 09:58:00,ETCH-01,444.35,1.02,0.329
2026-03-16 09:59:00,ETCH-01,453.11,0.904,0.281
