time,device,temp,pressure,vibration
2026-03-14 09:00:00,ETCH-01,453.49,0.964,0.308
2026-03-14 09:01:00,ETCH-01,452.1,1.009,0.374
2026-03-14 09:02:00,ETCH-01,452.46,0.973,0.348
2026-03-14 09:03:00,ETCH-01,447.37,0.986,0.176
2026-03-14 09:04:00,ETCH-01,439.23,1.084,0.387
2026-03-14 09:05:00,ETCH-01,455.49,1.067,0.389
2026-03-14 09:06:00,ETCH-01,447.61,0.935,0.224
2026-03-14 09:07:00,ETCH-01,445.69,1.041,0.304
2026-03-14 09:08:00,ETCH-01,453.47,1.041,0.368
2026-03-14 09:09:00,ETCH-01,448.04,0.943,0.279
2026-03-14 09:10:00,ETCH-01,455.3,1.041,0.407
2026-03-14 09:11:00,ETCH-01,453.09,1.077,0.536
2026-03-14 09:12:00,ETCH-01,453.42,0.944,0.221
2026-03-14 09:13:00,ETCH-01,443.17,0.954,0.162
2026-03-14 09:14:00,ETCH-01,456.06,1.051,0.33
2026-03-14 09:15:00,ETCH-01,451.31,1.014,0.372
2026-03-14 09:16:00,ETCH-01,448.15,1.028,0.277
2026-03-14 09:17:00,ETCH-01,450.72,1.017,0.445
2026-03-14 09:18:00,ETCH-01,441.12,1.02,0.166
2026-03-14 09:19:00,ETCH-01,452.04,0.934,0.369
2026-03-14 09:20:00,ETCH-01,444.85,1.052,0.239
2026-03-14 09:21:00,ETCH-01,443.24,1.058,0.472
2026-03-14 09:22:00,ETCH-01,442.39,0.989,0.499
2026-03-14 09:23:00,ETCH-01,455.56,0.998,0.223
2026-03-14 09:24:00,ETCH-01,446.85,0.923,0.245
2026-03-14 09:25:00,ETCH-01,457.67,1.026,0.386
2026-03-14 09:26:00,ETCH-01,447.32,1.029,0.261
2026-03-14 09:27:00,ETCH-01,441.46,0.997,0.295
2026-03-14 09:28:00,ETCH-01,444.42,1.056,0.303
2026-03-14 09:29:00,ETCH-01,456.18,0.983,0.108
2026-03-14 09:30:00,ETCH-01,449.22,1.028,0.299
2026-03-14 09:31:00,ETCH-01,447.26,0.949,0.231
2026-03-14 09:32:00,ETCH-01,450.8,0.999,0.251
2026-03-14 09:33:00,ETCH-01,452.51,0.991,0.444
2026-03-14 09:34:00,ETCH-01,455.59,1.011,0.174
2026-03-14 09:35:00,ETCH-01,457.24,0.982,0.381
2026-03-14 09:36:00,ETCH-01,448.2,0.993,0.272
2026-03-14 09:37:00,ETCH-01,443.37,1.041,0.272
2026-03-14 09:38:00,ETCH-01,447.93,0.978,0.379
2026-03-14 09:39:00,ETCH-01,451.3,0.92,0.334
2026-03-14 09:40:00,ETCH-01,445.18,1.087,0.357
2026-03-14 09:41:00,ETCH-01,445.21,1.069,0.397
2026-03-14 09:42:00,ETCH-01,451.72,0.935,0.267
2026-03-14 09:43:00,ETCH-01,449.76,1.034,0.239
2026-03-14 09:44:00,ETCH-01,450.16,0.975,0.191
2026-03-14 09:45:00,ETCH-01,446.21,1.013,0.217
2026-03-14 09:46:00,ETCH-01,448.85,1.015,0.595
2026-03-14 09:47:00,ETCH-01,445.38,0.988,0.424
2026-03-14 09:48:00,ETCH-01,454.45,0.961,0.165
2026-03-14 09:49:00,ETCH-01,455.18,0.965,0.168
2026-03-14 09:50:00,ETCH-01,440.77,0.954,0.348
2026-03-14 09:51:00,ETCH-01,445.35,0.958,0.355
2026-03-14 09:52:00,ETCH-01,442.52,0.997,0.355
2026-03-14 09:53:00,ETCH-01,446.75,0.964,0.275
2026-03-14 09:54:00,ETCH-01,449.58,1.034,0.287
2026-03-14 09:55:00,ETCH-01,442.75,1.074,0.333
2026-03-14 09:56:00,ETCH-01,445.39,0.971,0.309
2026-03-14 09:57:00,ETCH-01,444.98,1.012,0.078
2026-03-14 09:58:00,ETCH-01,451.04,1.025,0.277
2026-03-14 09:59:00,ETCH-01,450.35,1.024,0.215
