time,device,temp,pressure,vibration
2026-03-23 09:00:00,ETCH-01,446.34,1.108,0.363
2026-03-23 09:01:00,ETCH-01,459.45,0.929,0.23
2026-03-23 09:02:00,ETCH-01,450.25,0.907,0.468
2026-03-23 09:03:00,ETCH-01,453.84,1.039,0.109
2026-03-23 09:04:00,ETCH-01,446.96,0.966,0.431
2026-03-23 09:05:00,ETCH-01,451.82,0.984,0.278
2026-03-23 09:06:00,ETCH-01,451.56,0.961,0.386
2026-03-23 09:07:00,ETCH-01,440.55,0.987,0.308
2026-03-23 09:08:00,ETCH-01,460.08,1.08,0.414
2026-03-23 09:09:00,ETCH-01,456.45,1.04,0.261
2026-03-23 09:10:00,ETCH-01,448.01,1.043,0.19
2026-03-23 09:11:00,ETCH-01,444.49,0.929,0.442
2026-03-23 09:12:00,ETCH-01,451.74,0.942,0.289
2026-03-23 09:13:00,ETCH-01,450.43,0.858,0.322
2026-03-23 09:14:00,ETCH-01,451.78,0.96,0.423
2026-03-23 09:15:00,ETCH-01,450.96,1.048,0.197
2026-03-23 09:16:00,ETCH-01,452.53,1.026,0.36
2026-03-23 09:17:00,ETCH-01,457.24,0.989,0.241
2026-03-23 09:18:00,ETCH-01,452.84,0.999,0.287
2026-03-23 09:19:00,ETCH-01,444.75,0.966,0.307
2026-03-23 09:20:00,ETCH-01,456.81,1.01,0.15
2026-03-23 09:21:00,ETCH-01,458.2,1.038,0.222
2026-03-23 09:22:00,ETCH-01,465.76,0.919,0.435
2026-03-23 09:23:00,ETCH-01,444.38,1.015,0.389
2026-03-23 09:24:00,ETCH-01,451.21,1.047,0.294
2026-03-23 09:25:00,ETCH-01,439.59,0.979,0.324
2026-03-23 09:26:00,ETCH-01,452.77,1.035,0.271
2026-03-23 09:27:00,ETCH-01,447.26,1.141,0.436
2026-03-23 09:28:00,ETCH-01,459.62,0.995,0.28
2026-03-23 09:29:00,ETCH-01,446.13,1.02,0.323
2026-03-23 09:30:00,ETCH-01,441.55,0.963,0.415
2026-03-23 09:31:00,ETCH-01,447.64,1.009,0.222
2026-03-23 09:32:00,ETCH-01,440.12,1.023,0.456
2026-03-23 09:33:00,ETCH-01,453.76,1.01,0.147
2026-03-23 09:34:00,ETCH-01,439.67,0.949,0.463
2026-03-23 09:35:00,ETCH-01,450.14,1.01,0.263
2026-03-23 09:36:00,ETCH-01,439.61,1.073,0.276
2026-03-23 09:37:00,ETCH-01,448.4,1.022,0.111
2026-03-23 09:38:00,ETCH-01,458.22,1.048,0.255
2026-03-23 09:39:00,ETCH-01,451.8,0.988,0.196
2026-03-23 09:40:00,ETCH-01,445.68,1.037,0.239
2026-03-23 09:41:00,ETCH-01,449.84,1.014,0.286
2026-03-23 09:42:00,ETCH-01,450.09,0.952,0.396
2026-03-23 09:43:00,ETCH-01,452.36,1.016,0.321
2026-03-23 09:44:00,ETCH-01,443.17,0.95,0.331
2026-03-23 09:45:00,ETCH-01,452.96,0.968,0.19
2026-03-23 09:46:00,ETCH-01,436.48,1.009,0.212
2026-03-23 09:47:00,ETCH-01,446.85,1.015,0.48
2026-03-23 09:48:00,ETCH-01,447.56,0.941,0.226
2026-03-23 09:49:00,ETCH-01,453.17,1.053,0.466
2026-03-23 09:50:00,ETCH-01,450.11,1.029,0.276
2026-03-23 09:51:00,ETCH-01,442.97,0.965,0.3
2026-03-23 09:52:00,ETCH-01,445.08,0.923,0.407
2026-03-23 09:53:00,ETCH-01,450.99,0.993,0.427
2026-03-23 09:54:00,ETCH-01,449.6,0.978,0.289
2026-03-23 09:55:00,ETCH-01,447.1,1.006,0.261
2026-03-23 09:56:00,ETCH-01,447.6,0.982,0.294
2026-03-23 09:57:00,ETCH-01,453.48,0.9,0.334
2026-03-23 09:58:00,ETCH-01,447.41,0.981,0.389
2026-03-23 09:59:00,ETCH-01,449.56,0.985,0.3
