time,device,temp,pressure,vibration
2026-03-29 09:00:00,ETCH-01,452.5,1.051,0.327
2026-03-29 09:01:00,ETCH-01,441.54,1.025,0.093
2026-03-29 09:02:00,ETCH-01,449.15,1.012,0.291
2026-03-29 09:03:00,ETCH-01,445.94,1.004,0.302
2026-03-29 09:04:00,ETCH-01,454.14,1.02,0.379
2026-03-29 09:05:00,ETCH-01,455.36,1.01,0.397
2026-03-29 09:06:00,ETCH-01,439.63,0.949,0.25
2026-03-29 09:07:00,ETCH-01,449.89,1.002,0.285
2026-03-29 09:08:00,ETCH-01,455.61,0.946,0.223
2026-03-29 09:09:00,ETCH-01,449.07,1.004,0.187
2026-03-29 09:10:00,ETCH-01,453.65,0.976,0.331
2026-03-29 09:11:00,ETCH-01,451.76,1.127,0.173
2026-03-29 09:12:00,ETCH-01,451.71,0.998,0.259
2026-03-29 09:13:00,ETCH-01,448.64,0.93,0.2
2026-03-29 09:14:00,ETCH-01,443.92,0.993,0.355
2026-03-29 09:15:00,ETCH-01,444.39,1.026,0.48
2026-03-29 09:16:00,ETCH-01,453.55,1.084,0.17
2026-03-29 09:17:00,ETCH-01,450.1,0.971,0.115
2026-03-29 09:18:00,ETCH-01,449.31,0.921,0.288
2026-03-29 09:19:00,ETCH-01,447.88,1.041,0.302
2026-03-29 09:20:00,ETCH-01,448.47,0.931,0.322
2026-03-29 09:21:00,ETCH-01,455.23,0.978,0.255
2026-03-29 09:22:00,ETCH-01,448.32,0.987,0.28
2026-03-29 09:23:00,ETCH-01,443.29,0.997,0.337
2026-03-29 09:24:00,ETCH-01,453.72,1.034,0.404
2026-03-29 09:25:00,ETCH-01,448.98,0.966,0.104
2026-03-29 09:26:00,ETCH-01,450.16,0.986,0.263
2026-03-29 09:27:00,ETCH-01,458.04,0.999,0.321
2026-03-29 09:28:00,ETCH-01,449.9,1.007,0.208
2026-03-29 09:29:00,ETCH-01,451.45,1.005,0.473
2026-03-29 09:30:00,ETCH-01,444.11,1.022,0.236
2026-03-29 09:31:00,ETCH-01,448.9,1.042,0.296
2026-03-29 09:32:00,ETCH-01,453.05,1.02,0.356
2026-03-29 09:33:00,ETCH-01,442.22,1.023,0.241
2026-03-29 09:34:00,ETCH-01,451.0,0.921,0.115
2026-03-29 09:35:00,ETCH-01,450.5,1.003,0.257
2026-03-29 09:36:00,ETCH-01,450.21,1.024,0.403
2026-03-29 09:37:00,ETCH-01,455.19,1.036,0.266
2026-03-29 09:38:00,ETCH-01,451.67,0.965,0.215
2026-03-29 09:39:00,ETCH-01,457.39,0.967,0.393
2026-03-29 09:40:00,ETCH-01,445.03,0.971,0.267
2026-03-29 09:41:00,ETCH-01,450.68,1.027,0.249
2026-03-29 09:42:00,ETCH-01,450.42,1.052,0.315
2026-03-29 09:43:00,ETCH-01,444.65,0.98,0.377
2026-03-29 09:44:00,ETCH-01,454.78,1.045,0.538
2026-03-29 09:45:00,ETCH-01,461.62,1.006,0.383
2026-03-29 09:46:00,ETCH-01,449.91,0.994,0.416
2026-03-29 09:47:00,ETCH-01,452.53,0.989,0.249
2026-03-29 09:48:00,ETCH-01,450.42,1.037,0.197
2026-03-29 09:49:00,ETCH-01,446.43,1.016,0.306
2026-03-29 09:50:00,ETCH-01,440.9,1.114,0.311
2026-03-29 09:51:00,ETCH-01,446.47,0.957,0.192
2026-03-29 09:52:00,ETCH-01,443.04,1.026,0.282
2026-03-29 09:53:00,ETCH-01,458.52,0.974,0.34
2026-03-29 09:54:00,ETCH-01,449.42,0.957,0.336
2026-03-29 09:55:00,ETCH-01,448.27,0.999,0.35
2026-03-29 09:56:00,ETCH-01,454.45,1.007,0.329
2026-03-29 09:57:00,ETCH-01,444.39,1.146,0.249
2026-03-29 09:58:00,ETCH-01,446.17,0.991,0.249
2026-03-29 09:59:00,ETCH-01,450.34,0.943,0.18
