time,device,temp,pressure,vibration
2026-04-01 09:00:00,ETCH-01,459.5,0.972,0.281
2026-04-01 09:01:00,ETCH-01,455.12,0.987,0.29
2026-04-01 09:02:00,ETCH-01,458.22,0.962,0.279
2026-04-01 09:03:00,ETCH-01,451.96,1.019,0.397
2026-04-01 09:04:00,ETCH-01,455.84,1.056,0.342
2026-04-01 09:05:00,ETCH-01,446.38,0.913,0.322
2026-04-01 09:06:00,ETCH-01,446.78,1.02,0.173
2026-04-01 09:07:00,ETCH-01,436.3,0.986,0.262
2026-04-01 09:08:00,ETCH-01,455.93,1.006,0.39
2026-04-01 09:09:00,ETCH-01,457.7,1.023,0.304
