time,device,temp,pressure,vibration
2026-03-01 09:00:00,ETCH-01,452.48,0.976,0.379
2026-03-01 09:01:00,ETCH-01,449.31,0.991,0.209
2026-03-01 09:02:00,ETCH-01,453.24,0.945,0.44
2026-03-01 09:03:00,ETCH-01,457.62,0.94,0.16
2026-03-01 09:04:00,ETCH-01,448.83,1.041,0.359
2026-03-01 09:05:00,ETCH-01,448.83,1.068,0.519
2026-03-01 09:06:00,ETCH-01,457.9,0.996,0.201
2026-03-01 09:07:00,ETCH-01,453.84,1.05,0.243
2026-03-01 09:08:00,ETCH-01,447.65,1.018,0.31
2026-03-01 09:09:00,ETCH-01,452.71,0.968,0.25
2026-03-01 09:10:00,ETCH-01,447.68,1.018,0.145
2026-03-01 09:11:00,ETCH-01,447.67,1.077,0.307
2026-03-01 09:12:00,ETCH-01,451.21,0.998,0.194
2026-03-01 09:13:00,ETCH-01,440.43,1.078,0.347
2026-03-01 09:14:00,ETCH-01,441.38,0.869,0.208
2026-03-01 09:15:00,ETCH-01,447.19,1.041,0.455
2026-03-01 09:16:00,ETCH-01,444.94,1.004,0.222
2026-03-01 09:17:00,ETCH-01,451.57,0.985,0.268
2026-03-01 09:18:00,ETCH-01,445.46,1.005,0.381
2026-03-01 09:19:00,ETCH-01,442.94,0.901,0.177
2026-03-01 09:20:00,ETCH-01,457.33,0.989,0.323
2026-03-01 09:21:00,ETCH-01,448.87,1.018,0.431
2026-03-01 09:22:00,ETCH-01,450.34,1.074,0.139
2026-03-01 09:23:00,ETCH-01,442.88,0.974,0.318
2026-03-01 09:24:00,ETCH-01,447.28,0.96,0.326
2026-03-01 09:25:00,ETCH-01,450.55,0.975,0.378
2026-03-01 09:26:00,ETCH-01,444.25,1.046,0.176
2026-03-01 09:27:00,ETCH-01,451.88,1.016,0.168
2026-03-01 09:28:00,ETCH-01,447.0,0.974,0.352
2026-03-01 09:29:00,ETCH-01,448.54,1.026,0.33
2026-03-01 09:30:00,ETCH-01,446.99,1.005,0.325
2026-03-01 09:31:00,ETCH-01,459.26,1.048,0.335
2026-03-01 09:32:00,ETCH-01,449.93,0.965,0.232
2026-03-01 09:33:00,ETCH-01,444.71,0.984,0.323
2026-03-01 09:34:00,ETCH-01,454.11,0.98,0.329
2026-03-01 09:35:00,ETCH-01,443.9,0.927,0.229
2026-03-01 09:36:00,ETCH-01,451.04,1.015,0.487
2026-03-01 09:37:00,ETCH-01,440.2,1.013,0.347
2026-03-01 09:38:00,ETCH-01,443.36,1.0,0.181
2026-03-01 09:39:00,ETCH-01,450.98,0.988,0.366
2026-03-01 09:40:00,ETCH-01,453.69,0.929,0.203
2026-03-01 09:41:00,ETCH-01,450.86,0.979,0.379
2026-03-01 09:42:00,ETCH-01,449.42,0.983,0.416
2026-03-01 09:43:00,ETCH-01,448.49,0.96,0.218
2026-03-01 09:44:00,ETCH-01,442.61,0.992,0.396
2026-03-01 09:45:00,ETCH-01,446.4,1.02,0.341
2026-03-01 09:46:00,ETCH-01,447.7,1.094,0.382
2026-03-01 09:47:00,ETCH-01,455.29,1.009,0.49
2026-03-01 09:48:00,ETCH-01,451.72,1.013,0.275
2026-03-01 09:49:00,ETCH-01,441.18,0.996,0.225
2026-03-01 09:50:00,ETCH-01,451.62,0.904,0.211
2026-03-01 09:51:00,ETCH-01,448.07,0.999,0.218
2026-03-01 09:52:00,ETCH-01,446.62,1.003,0.292
2026-03-01 09:53:00,ETCH-01,453.06,1.123,0.334
2026-03-01 09:54:00,ETCH-01,455.15,0.99,0.328
2026-03-01 09:55:00,ETCH-01,454.66,1.015,0.383
2026-03-01 09:56:00,ETCH-01,445.8,0.998,0.301
2026-03-01 09:57:00,ETCH-01,448.45,0.942,0.445
2026-03-01 09:58:00,ETCH-01,451.66,1.057,0.274
2026-03-01 09:59:00,ETCH-01,454.88,1.038,0.572
