time,device,temp,pressure,vibration
2026-03-15 09:00:00,ETCH-01,450.88,1.019,0.481
2026-03-15 09:01:00,ETCH-01,464.93,1.019,0.278
2026-03-15 09:02:00,ETCH-01,451.84,0.997,0.215
2026-03-15 09:03:00,ETCH-01,448.43,1.061,0.235
2026-03-15 09:04:00,ETCH-01,454.61,1.055,0.191
2026-03-15 09:05:00,ETCH-01,452.41,0.969,0.222
2026-03-15 09:06:00,ETCH-01,452.1,0.934,0.263
2026-03-15 09:07:00,ETCH-01,453.03,0.99,0.159
2026-03-15 09:08:00,ETCH-01,460.28,0.96,0.302
2026-03-15 09:09:00,ETCH-01,444.35,0.997,0.39
2026-03-15 09:10:00,ETCH-01,452.37,1.062,0.209
2026-03-15 09:11:00,ETCH-01,445.37,0.977,0.452
2026-03-15 09:12:00,ETCH-01,452.78,0.998,0.351
2026-03-15 09:13:00,ETCH-01,445.41,1.003,0.403
2026-03-15 09:14:00,ETCH-01,447.91,1.042,0.234
2026-03-15 09:15:00,ETCH-01,448.52,0.888,0.385
2026-03-15 09:16:00,ETCH-01,454.88,0.97,0.191
2026-03-15 09:17:00,ETCH-01,454.59,1.011,0.389
2026-03-15 09:18:00,ETCH-01,443.77,1.06,0.317
2026-03-15 09:19:00,ETCH-01,450.27,0.975,0.355
2026-03-15 09:20:00,ETCH-01,446.45,0.906,0.182
2026-03-15 09:21:00,ETCH-01,443.71,1.031,0.21
2026-03-15 09:22:00,ETCH-01,448.91,0.968,0.36
2026-03-15 09:23:00,ETCH-01,448.46,0.941,0.205
2026-03-15 09:24:00,ETCH-01,462.13,0.969,0.346
2026-03-15 09:25:00,ETCH-01,452.16,0.991,0.163
2026-03-15 09:26:00,ETCH-01,443.11,0.97,0.385
2026-03-15 09:27:00,ETCH-01,447.18,0.89,0.177
2026-03-15 09:28:00,ETCH-01,455.11,1.045,0.355
2026-03-15 09:29:00,ETCH-01,460.44,1.064,0.363
2026-03-15 09:30:00,ETCH-01,442.07,1.033,0.23
2026-03-15 09:31:00,ETCH-01,440.6,0.943,0.358
2026-03-15 09:32:00,ETCH-01,459.35,0.99,0.326
2026-03-15 09:33:00,ETCH-01,451.95,1.0,0.246
2026-03-15 09:34:00,ETCH-01,445.66,1.03,0.199
2026-03-15 09:35:00,ETCH-01,452.67,1.033,0.104
2026-03-15 09:36:00,ETCH-01,436.82,0.963,0.335
2026-03-15 09:37:00,ETCH-01,450.02,1.004,0.144
2026-03-15 09:38:00,ETCH-01,451.64,1.023,0.31
2026-03-15 09:39:00,ETCH-01,454.62,1.073,0.274
2026-03-15 09:40:00,ETCH-01,444.93,1.035,0.368
2026-03-15 09:41:00,ETCH-01,450.43,1.039,0.27
2026-03-15 09:42:00,ETCH-01,445.37,1.004,0.267
2026-03-15 09:43:00,ETCH-01,451.28,1.071,0.373
2026-03-15 09:44:00,ETCH-01,445.52,1.02,0.334
2026-03-15 09:45:00,ETCH-01,447.96,0.957,0.332
2026-03-15 09:46:00,ETCH-01,445.02,1.07,0.347
2026-03-15 09:47:00,ETCH-01,453.26,1.035,0.146
2026-03-15 09:48:00,ETCH-01,454.29,0.978,0.376
2026-03-15 09:49:00,ETCH-01,448.83,0.976,0.361
2026-03-15 09:50:00,ETCH-01,450.19,1.015,0.198
2026-03-15 09:51:00,ETCH-01,442.76,1.023,0.276
2026-03-15 09:52:00,ETCH-01,448.5,1.01,0.296
2026-03-15 09:53:00,ETCH-01,449.75,1.016,0.287
2026-03-15 09:54:00,ETCH-01,463.1,1.085,0.333
2026-03-15 09:55:00,ETCH-01,444.44,1.054,0.443
2026-03-15 09:56:00,ETCH-01,457.32,1.01,0.408
2026-03-15 09:57:00,ETCH-01,454.98,1.047,0.169
2026-03-15 09:58:00,ETCH-01,451.4,0.948,0.362
2026-03-15 09:59:00,ETCH-01,458.79,1.02,0.433
