time,temp,pressure,vibration
2026-03-01 00:00:00,452.4835707650562,1.051529729399529,0.45618407128781946
2026-03-01 00:00:01,449.3086784941441,0.942232261647748,0.29057716880287937
2026-03-01 00:00:02,453.23844269050346,1.0287718595112074,0.16704644019639067
2026-03-01 00:00:03,457.61514928204014,0.9690380770919316,0.16113618674544872
2026-03-01 00:00:04,448.8292331263833,0.9836298596814523,0.2657349218686066
2026-03-01 00:00:05,448.8293152152541,1.002380213343346,0.1419480228598874
2026-03-01 00:00:06,457.89606407753695,0.994025447413672,0.3587148068106883
2026-03-01 00:00:07,453.83717364576455,0.9161947179253532,0.31981724970006653
2026-03-01 00:00:08,447.65262807032525,1.0690906010581658,0.30495192029334595
2026-03-01 00:00:09,452.71280021792984,1.0567204609379448,0.2380637298409214
2026-03-01 00:00:10,447.6829115359377,0.9926841753436935,0.20551023801039628
2026-03-01 00:00:11,447.6713512321487,1.0467199313364541,0.20673052598213582
2026-03-01 00:00:12,451.2098113578302,0.9801152419331012,0.31768362775716963
2026-03-01 00:00:13,440.433598776711,0.9508901278127758,0.3203718385019914
2026-03-01 00:00:14,441.37541083743486,1.0027206507100288,0.264981386849928
2026-03-01 00:00:15,447.18856235379513,0.9415548570757639,0.16378430686426035
2026-03-01 00:00:16,444.9358443983279,1.0304525311741661,0.3747464540193517
2026-03-01 00:00:17,451.5712366629764,0.9648718625280129,0.25020409805188626
2026-03-01 00:00:18,445.45987962239394,0.9199984560383511,0.31252099546204526
2026-03-01 00:00:19,442.93848149332354,0.8186396152080762,0.33823888230907173
2026-03-01 00:00:20,457.32824384460775,0.9936471840567704,0.3124852674381723
2026-03-01 00:00:21,448.8711184975673,1.0160351244869574,0.2600702186638888
2026-03-01 00:00:22,450.33764102343963,1.0668868189071663,0.3719973062372384
2026-03-01 00:00:23,442.8762590689327,0.9132494717874703,0.36359914309344066
2026-03-01 00:00:24,447.2780863773741,1.0504599406521302,0.3242347136457634
2026-03-01 00:00:25,450.55461294854933,0.9756420405412576,0.2825403160728914
2026-03-01 00:00:26,444.2450321128885,0.9969178372630954,0.374490542868548
2026-03-01 00:00:27,451.87849009172834,1.0002889788870737,0.23005009852458375
2026-03-01 00:00:28,446.99680655040595,0.9994799179732097,0.3348682319738366
2026-03-01 00:00:29,448.54153125103363,0.8983499169207412,0.34177904498495576
2026-03-01 00:00:30,446.991466938853,1.0357920503660658,0.3917328867168909
2026-03-01 00:00:31,459.2613909225447,1.0417260379474782,0.3512043626392509
2026-03-01 00:00:32,449.93251387631034,1.0478338656812207,0.2682285380980962
2026-03-01 00:00:33,444.7114453552205,1.0243738060173178,0.41728391714087737
2026-03-01 00:00:34,454.11272456051597,0.9896439596309285,0.3845735285734595
2026-03-01 00:00:35,443.89578175014486,0.9265992742568684,0.1775980260560937
2026-03-01 00:00:36,451.0443179750238,1.0224267497220634,0.3524205413080147
2026-03-01 00:00:37,440.2016493806011,1.0019270476742406,0.3324773715527088
2026-03-01 00:00:38,443.35906975550785,0.9998774608440075,0.4110708789311971
2026-03-01 00:00:39,450.9843061793456,1.0220327738979256,0.40681368304495147
2026-03-01 00:00:40,453.69233289997703,0.9977444000273946,0.31030724444482927
